State,District,District_Name,Total_Pop,Male_Pop,Female_Pop,Literate_Pop,M_LIT_Total,F_LIT_Total,P_ILL_Total,M_ILL_Total,F_ILL_Total,Rural_Pop,TOT_M_Rural,TOT_F_Rural,P_LIT_Rural,M_LIT_Rural,F_LIT_Rural,P_ILL_Rural,M_ILL_Rural,F_ILL_Rural,Urban_Pop,TOT_M_Urban,TOT_F_Urban,P_LIT_Urban,M_LIT_Urban,F_LIT_Urban,P_ILL_Urban,M_ILL_Urban,F_ILL_Urban,State_Code,Literacy_Rate,Literacy_Rate_Rural,Literacy_Rate_Urban,Literacy_Gap,Urban_Pct,Rural_Pct,Sex_Ratio,District_str,pc11_d_id
UTTAR PRADESH,163,Kanpur Dehat,1796184.0,963255.0,832929.0,1170243.0,692964.0,477279.0,625941.0,270291.0,355650.0,1622761.0,871508.0,751253.0,1049386.0,625151.0,424235.0,573375.0,246357.0,327018.0,173423.0,91747.0,81676.0,120857.0,67813.0,53044.0,52566.0,23934.0,28632.0,9,65.15,64.67,69.69,5.02,9.66,90.34,864.7,163,163
UTTAR PRADESH,164,Kanpur Nagar,4581268.0,2459806.0,2121462.0,3243022.0,1829179.0,1413843.0,1338246.0,630627.0,707619.0,1565623.0,837260.0,728363.0,1010152.0,594367.0,415785.0,555471.0,242893.0,312578.0,3015645.0,1622546.0,1393099.0,2232870.0,1234812.0,998058.0,782775.0,387734.0,395041.0,9,70.79,64.52,74.04,9.52,65.83,34.17,862.5,164,164
UTTAR PRADESH,165,Jalaun,1689974.0,906092.0,783882.0,1075196.0,653430.0,421766.0,614778.0,252662.0,362116.0,1271074.0,683656.0,587418.0,789966.0,489075.0,300891.0,481108.0,194581.0,286527.0,418900.0,222436.0,196464.0,285230.0,164355.0,120875.0,133670.0,58081.0,75589.0,9,63.62,62.15,68.09,5.94,24.79,75.21,865.1,165,165
UTTAR PRADESH,166,Jhansi,1998603.0,1057436.0,941167.0,1304513.0,783705.0,520808.0,694090.0,273731.0,420359.0,1165119.0,615629.0,549490.0,702993.0,439201.0,263792.0,462126.0,176428.0,285698.0,833484.0,441807.0,391677.0,601520.0,344504.0,257016.0,231964.0,97303.0,134661.0,9,65.27,60.34,72.17,11.83,41.7,58.3,890.0,166,166
UTTAR PRADESH,167,Lalitpur,1221592.0,641011.0,580581.0,641191.0,397586.0,243605.0,580401.0,243425.0,336976.0,1046214.0,549478.0,496736.0,517428.0,327392.0,190036.0,528786.0,222086.0,306700.0,175378.0,91533.0,83845.0,123763.0,70194.0,53569.0,51615.0,21339.0,30276.0,9,52.49,49.46,70.57,21.11,14.36,85.64,905.7,167,167
UTTAR PRADESH,168,Hamirpur,1104285.0,593537.0,510748.0,653299.0,408125.0,245174.0,450986.0,185412.0,265574.0,894437.0,481373.0,413064.0,511783.0,324610.0,187173.0,382654.0,156763.0,225891.0,209848.0,112164.0,97684.0,141516.0,83515.0,58001.0,68332.0,28649.0,39683.0,9,59.16,57.22,67.44,10.22,19.0,81.0,860.5,168,168
UTTAR PRADESH,169,Mahoba,875958.0,466358.0,409600.0,488106.0,302283.0,185823.0,387852.0,164075.0,223777.0,690577.0,368009.0,322568.0,369716.0,232584.0,137132.0,320861.0,135425.0,185436.0,185381.0,98349.0,87032.0,118390.0,69699.0,48691.0,66991.0,28650.0,38341.0,9,55.72,53.54,63.86,10.32,21.16,78.84,878.3,169,169
UTTAR PRADESH,170,Banda,1799410.0,965876.0,833534.0,1002937.0,630626.0,372311.0,796473.0,335250.0,461223.0,1523655.0,819243.0,704412.0,811134.0,519162.0,291972.0,712521.0,300081.0,412440.0,275755.0,146633.0,129122.0,191803.0,111464.0,80339.0,83952.0,35169.0,48783.0,9,55.74,53.24,69.56,16.32,15.32,84.68,863.0,170,170
UTTAR PRADESH,171,Chitrakoot,991730.0,527721.0,464009.0,531072.0,330339.0,200733.0,460658.0,197382.0,263276.0,895398.0,476794.0,418604.0,467692.0,293502.0,174190.0,427706.0,183292.0,244414.0,96332.0,50927.0,45405.0,63380.0,36837.0,26543.0,32952.0,14090.0,18862.0,9,53.55,52.23,65.79,13.56,9.71,90.29,879.3,171,171
UTTAR PRADESH,172,Fatehpur,2632733.0,1384722.0,1248011.0,1512166.0,911003.0,601163.0,1120567.0,473719.0,646848.0,2310740.0,1215690.0,1095050.0,1298742.0,790476.0,508266.0,1011998.0,425214.0,586784.0,321993.0,169032.0,152961.0,213424.0,120527.0,92897.0,108569.0,48505.0,60064.0,9,57.44,56.2,66.28,10.08,12.23,87.77,901.3,172,172
UTTAR PRADESH,173,Pratapgarh,3209141.0,1606085.0,1603056.0,1931559.0,1121381.0,810178.0,1277582.0,484704.0,792878.0,3033899.0,1515583.0,1518316.0,1809634.0,1053356.0,756278.0,1224265.0,462227.0,762038.0,175242.0,90502.0,84740.0,121925.0,68025.0,53900.0,53317.0,22477.0,30840.0,9,60.19,59.65,69.58,9.93,5.46,94.54,998.1,173,173
UTTAR PRADESH,174,Kaushambi,1599596.0,838485.0,761111.0,813424.0,507279.0,306145.0,786172.0,331206.0,454966.0,1475140.0,773335.0,701805.0,739042.0,464180.0,274862.0,736098.0,309155.0,426943.0,124456.0,65150.0,59306.0,74382.0,43099.0,31283.0,50074.0,22051.0,28023.0,9,50.85,50.1,59.77,9.67,7.78,92.22,907.7,174,174
UTTAR PRADESH,175,Allahabad,5954391.0,3131807.0,2822584.0,3665727.0,2199340.0,1466387.0,2288664.0,932467.0,1356197.0,4481518.0,2340959.0,2140559.0,2584919.0,1587083.0,997836.0,1896599.0,753876.0,1142723.0,1472873.0,790848.0,682025.0,1080808.0,612257.0,468551.0,392065.0,178591.0,213474.0,9,61.56,57.68,73.38,15.7,24.74,75.26,901.3,175,175
UTTAR PRADESH,176,Bara Banki,3260699.0,1707073.0,1553626.0,1692458.0,1010518.0,681940.0,1568241.0,696555.0,871686.0,2929896.0,1533455.0,1396441.0,1493624.0,899301.0,594323.0,1436272.0,634154.0,802118.0,330803.0,173618.0,157185.0,198834.0,111217.0,87617.0,131969.0,62401.0,69568.0,9,51.9,50.98,60.11,9.13,10.15,89.85,910.1,176,176
UTTAR PRADESH,177,Faizabad,2470996.0,1259628.0,1211368.0,1450901.0,838339.0,612562.0,1020095.0,421289.0,598806.0,2130743.0,1079257.0,1051486.0,1209329.0,703072.0,506257.0,921414.0,376185.0,545229.0,340253.0,180371.0,159882.0,241572.0,135267.0,106305.0,98681.0,45104.0,53577.0,9,58.72,56.76,71.0,14.24,13.77,86.23,961.7,177,177
UTTAR PRADESH,178,Ambedkar Nagar,2397888.0,1212410.0,1185478.0,1486939.0,846676.0,640263.0,910949.0,365734.0,545215.0,2117158.0,1067762.0,1049396.0,1299666.0,743063.0,556603.0,817492.0,324699.0,492793.0,280730.0,144648.0,136082.0,187273.0,103613.0,83660.0,93457.0,41035.0,52422.0,9,62.01,61.39,66.71,5.32,11.71,88.29,977.8,178,178
UTTAR PRADESH,179,Sultanpur,3797117.0,1914586.0,1882531.0,2239902.0,1300248.0,939654.0,1557215.0,614338.0,942877.0,3597201.0,1810496.0,1786705.0,2093674.0,1219195.0,874479.0,1503527.0,591301.0,912226.0,199916.0,104090.0,95826.0,146228.0,81053.0,65175.0,53688.0,23037.0,30651.0,9,58.99,58.2,73.14,14.94,5.26,94.74,983.3,179,179
UTTAR PRADESH,180,Bahraich,3487731.0,1843884.0,1643847.0,1398368.0,878285.0,520083.0,2089363.0,965599.0,1123764.0,3203687.0,1695122.0,1508565.0,1230278.0,785971.0,444307.0,1973409.0,909151.0,1064258.0,284044.0,148762.0,135282.0,168090.0,92314.0,75776.0,115954.0,56448.0,59506.0,9,40.09,38.4,59.18,20.78,8.14,91.86,891.5,180,180
UTTAR PRADESH,181,Shrawasti,1117361.0,593897.0,523464.0,423313.0,276700.0,146613.0,694048.0,317197.0,376851.0,1078712.0,573681.0,505031.0,402379.0,264837.0,137542.0,676333.0,308844.0,367489.0,38649.0,20216.0,18433.0,20934.0,11863.0,9071.0,17715.0,8353.0,9362.0,9,37.89,37.3,54.16,16.86,3.46,96.54,881.4,181,181
UTTAR PRADESH,182,Balrampur,2148665.0,1114721.0,1033944.0,868357.0,544943.0,323414.0,1280308.0,569778.0,710530.0,1982274.0,1027943.0,954331.0,773010.0,491213.0,281797.0,1209264.0,536730.0,672534.0,166391.0,86778.0,79613.0,95347.0,53730.0,41617.0,71044.0,33048.0,37996.0,9,40.41,39.0,57.3,18.3,7.74,92.26,927.5,182,182
UTTAR PRADESH,183,Gonda,3433919.0,1787146.0,1646773.0,1679994.0,1034181.0,645813.0,1753925.0,752965.0,1000960.0,3208890.0,1669058.0,1539832.0,1529165.0,950247.0,578918.0,1679725.0,718811.0,960914.0,225029.0,118088.0,106941.0,150829.0,83934.0,66895.0,74200.0,34154.0,40046.0,9,48.92,47.65,67.03,19.38,6.55,93.45,921.5,183,183
UTTAR PRADESH,184,Siddharthnagar,2559297.0,1295095.0,1264202.0,1228926.0,740718.0,488208.0,1330371.0,554377.0,775994.0,2398606.0,1212141.0,1186465.0,1131307.0,685236.0,446071.0,1267299.0,526905.0,740394.0,160691.0,82954.0,77737.0,97619.0,55482.0,42137.0,63072.0,27472.0,35600.0,9,48.02,47.17,60.75,13.58,6.28,93.72,976.1,184,184
UTTAR PRADESH,185,Basti,2464464.0,1255272.0,1209192.0,1393783.0,819719.0,574064.0,1070681.0,435553.0,635128.0,2326367.0,1182846.0,1143521.0,1293319.0,763479.0,529840.0,1033048.0,419367.0,613681.0,138097.0,72426.0,65671.0,100464.0,56240.0,44224.0,37633.0,16186.0,21447.0,9,56.56,55.59,72.75,17.16,5.6,94.4,963.3,185,185
UTTAR PRADESH,186,Sant Kabir Nagar,1715183.0,869656.0,845527.0,954949.0,567098.0,387851.0,760234.0,302558.0,457676.0,1586652.0,802609.0,784043.0,872802.0,519871.0,352931.0,713850.0,282738.0,431112.0,128531.0,67047.0,61484.0,82147.0,47227.0,34920.0,46384.0,19820.0,26564.0,9,55.68,55.01,63.91,8.9,7.49,92.51,972.3,186,186
UTTAR PRADESH,187,Mahrajganj,2684703.0,1381754.0,1302949.0,1419144.0,881674.0,537470.0,1265559.0,500080.0,765479.0,2549973.0,1312126.0,1237847.0,1327176.0,829484.0,497692.0,1222797.0,482642.0,740155.0,134730.0,69628.0,65102.0,91968.0,52190.0,39778.0,42762.0,17438.0,25324.0,9,52.86,52.05,68.26,16.21,5.02,94.98,943.0,187,187
UTTAR PRADESH,188,Gorakhpur,4440895.0,2277777.0,2163118.0,2700328.0,1593890.0,1106438.0,1740567.0,683887.0,1056680.0,3604766.0,1838726.0,1766040.0,2086628.0,1250910.0,835718.0,1518138.0,587816.0,930322.0,836129.0,439051.0,397078.0,613700.0,342980.0,270720.0,222429.0,96071.0,126358.0,9,60.81,57.89,73.4,15.51,18.83,81.17,949.7,188,188
UTTAR PRADESH,189,Kushinagar,3564544.0,1818055.0,1746489.0,1954820.0,1183722.0,771098.0,1609724.0,634333.0,975391.0,3396437.0,1730377.0,1666060.0,1845751.0,1121845.0,723906.0,1550686.0,608532.0,942154.0,168107.0,87678.0,80429.0,109069.0,61877.0,47192.0,59038.0,25801.0,33237.0,9,54.84,54.34,64.88,10.54,4.72,95.28,960.6,189,189
UTTAR PRADESH,190,Deoria,3100946.0,1537436.0,1563510.0,1875239.0,1079288.0,795951.0,1225707.0,458148.0,767559.0,2784143.0,1373111.0,1411032.0,1654427.0,955289.0,699138.0,1129716.0,417822.0,711894.0,316803.0,164325.0,152478.0,220812.0,123999.0,96813.0,95991.0,40326.0,55665.0,9,60.47,59.42,69.7,10.28,10.22,89.78,1017.0,190,190
UTTAR PRADESH,191,Azamgarh,4613913.0,2285004.0,2328909.0,2771917.0,1559414.0,1212503.0,1841996.0,725590.0,1116406.0,4220512.0,2082707.0,2137805.0,2511143.0,1416457.0,1094686.0,1709369.0,666250.0,1043119.0,393401.0,202297.0,191104.0,260774.0,142957.0,117817.0,132627.0,59340.0,73287.0,9,60.08,59.5,66.29,6.79,8.53,91.47,1019.2,191,191
UTTAR PRADESH,192,Mau,2205968.0,1114709.0,1091259.0,1363044.0,773082.0,589962.0,842924.0,341627.0,501297.0,1706760.0,858843.0,847917.0,1035752.0,593606.0,442146.0,671008.0,265237.0,405771.0,499208.0,255866.0,243342.0,327292.0,179476.0,147816.0,171916.0,76390.0,95526.0,9,61.79,60.69,65.56,4.87,22.63,77.37,979.0,192,192
UTTAR PRADESH,193,Ballia,3239774.0,1672902.0,1566872.0,1963590.0,1160960.0,802630.0,1276184.0,511942.0,764242.0,2935665.0,1514018.0,1421647.0,1758635.0,1045031.0,713604.0,1177030.0,468987.0,708043.0,304109.0,158884.0,145225.0,204955.0,115929.0,89026.0,99154.0,42955.0,56199.0,9,60.61,59.91,67.4,7.49,9.39,90.61,936.6,193,193
UTTAR PRADESH,194,Jaunpur,4494204.0,2220465.0,2273739.0,2731677.0,1565394.0,1166283.0,1762527.0,655071.0,1107456.0,4147624.0,2041217.0,2106407.0,2491044.0,1432198.0,1058846.0,1656580.0,609019.0,1047561.0,346580.0,179248.0,167332.0,240633.0,133196.0,107437.0,105947.0,46052.0,59895.0,9,60.78,60.06,69.43,9.37,7.71,92.29,1024.0,194,194
UTTAR PRADESH,195,Ghazipur,3620268.0,1855075.0,1765193.0,2197549.0,1293553.0,903996.0,1422719.0,561522.0,861197.0,3345908.0,1711651.0,1634257.0,2007741.0,1186471.0,821270.0,1338167.0,525180.0,812987.0,274360.0,143424.0,130936.0,189808.0,107082.0,82726.0,84552.0,36342.0,48210.0,9,60.7,60.01,69.18,9.17,7.58,92.42,951.5,195,195
UTTAR PRADESH,196,Chandauli,1952756.0,1017905.0,934851.0,1174606.0,699454.0,475152.0,778150.0,318451.0,459699.0,1710203.0,890630.0,819573.0,1014020.0,608563.0,405457.0,696183.0,282067.0,414116.0,242553.0,127275.0,115278.0,160586.0,90891.0,69695.0,81967.0,36384.0,45583.0,9,60.15,59.29,66.21,6.92,12.42,87.58,918.4,196,196
UTTAR PRADESH,197,Varanasi,3676841.0,1921857.0,1754984.0,2403903.0,1389116.0,1014787.0,1272938.0,532741.0,740197.0,2079790.0,1076526.0,1003264.0,1301232.0,769456.0,531776.0,778558.0,307070.0,471488.0,1597051.0,845331.0,751720.0,1102671.0,619660.0,483011.0,494380.0,225671.0,268709.0,9,65.38,62.57,69.04,6.47,43.44,56.56,913.2,197,197
UTTAR PRADESH,198,Sant Ravidas Nagar (Bhadohi),1578213.0,807099.0,771114.0,910146.0,546782.0,363364.0,668067.0,260317.0,407750.0,1348911.0,686589.0,662322.0,767870.0,463952.0,303918.0,581041.0,222637.0,358404.0,229302.0,120510.0,108792.0,142276.0,82830.0,59446.0,87026.0,37680.0,49346.0,9,57.67,56.93,62.05,5.12,14.53,85.47,955.4,198,198
UTTAR PRADESH,199,Mirzapur,2496970.0,1312302.0,1184668.0,1428683.0,865837.0,562846.0,1068287.0,446465.0,621822.0,2149403.0,1127138.0,1022265.0,1201584.0,733853.0,467731.0,947819.0,393285.0,554534.0,347567.0,185164.0,162403.0,227099.0,131984.0,95115.0,120468.0,53180.0,67288.0,9,57.22,55.9,65.34,9.44,13.92,86.08,902.7,199,199
UTTAR PRADESH,200,Sonbhadra,1862559.0,971344.0,891215.0,985708.0,601988.0,383720.0,876851.0,369356.0,507495.0,1548217.0,803345.0,744872.0,752876.0,468097.0,284779.0,795341.0,335248.0,460093.0,314342.0,167999.0,146343.0,232832.0,133891.0,98941.0,81510.0,34108.0,47402.0,9,52.92,48.63,74.07,25.44,16.88,83.12,917.5,200,200
UTTAR PRADESH,201,Etah,1774480.0,947339.0,827141.0,1055202.0,647042.0,408160.0,719278.0,300297.0,418981.0,1506338.0,805589.0,700749.0,877716.0,546586.0,331130.0,628622.0,259003.0,369619.0,268142.0,141750.0,126392.0,177486.0,100456.0,77030.0,90656.0,41294.0,49362.0,9,59.47,58.27,66.19,7.92,15.11,84.89,873.1,201,201
UTTAR PRADESH,202,Kanshiram Nagar,1436719.0,764165.0,672554.0,724850.0,452803.0,272047.0,711869.0,311362.0,400507.0,1148512.0,612556.0,535956.0,565528.0,360562.0,204966.0,582984.0,251994.0,330990.0,288207.0,151609.0,136598.0,159322.0,92241.0,67081.0,128885.0,59368.0,69517.0,9,50.45,49.24,55.28,6.04,20.06,79.94,880.1,202,202
BIHAR,203,Pashchim Champaran,3935042.0,2061110.0,1873932.0,1759481.0,1091226.0,668255.0,2175561.0,969884.0,1205677.0,3541877.0,1853809.0,1688068.0,1525404.0,956393.0,569011.0,2016473.0,897416.0,1119057.0,393165.0,207301.0,185864.0,234077.0,134833.0,99244.0,159088.0,72468.0,86620.0,10,44.71,43.07,59.54,16.47,9.99,90.01,909.2,203,203
BIHAR,204,Purba Champaran,5099371.0,2681209.0,2418162.0,2276957.0,1407603.0,869354.0,2822414.0,1273606.0,1548808.0,4698028.0,2468181.0,2229847.0,2038780.0,1269900.0,768880.0,2659248.0,1198281.0,1460967.0,401343.0,213028.0,188315.0,238177.0,137703.0,100474.0,163166.0,75325.0,87841.0,10,44.65,43.4,59.34,15.94,7.87,92.13,901.9,204,204
BIHAR,205,Sheohar,656246.0,346673.0,309573.0,283698.0,171645.0,112053.0,372548.0,175028.0,197520.0,628130.0,331792.0,296338.0,269623.0,163161.0,106462.0,358507.0,168631.0,189876.0,28116.0,14881.0,13235.0,14075.0,8484.0,5591.0,14041.0,6397.0,7644.0,10,43.23,42.92,50.06,7.14,4.28,95.72,893.0,205,205
BIHAR,206,Sitamarhi,3423574.0,1803252.0,1620322.0,1436794.0,885188.0,551606.0,1986780.0,918064.0,1068716.0,3233076.0,1701685.0,1531391.0,1320969.0,818192.0,502777.0,1912107.0,883493.0,1028614.0,190498.0,101567.0,88931.0,115825.0,66996.0,48829.0,74673.0,34571.0,40102.0,10,41.97,40.86,60.8,19.94,5.56,94.44,898.6,206,206
BIHAR,207,Madhubani,4487379.0,2329313.0,2158066.0,2155338.0,1340085.0,815253.0,2332041.0,989228.0,1342813.0,4325884.0,2244287.0,2081597.0,2058895.0,1283625.0,775270.0,2266989.0,960662.0,1306327.0,161495.0,85026.0,76469.0,96443.0,56460.0,39983.0,65052.0,28566.0,36486.0,10,48.03,47.59,59.72,12.13,3.6,96.4,926.5,207,207
BIHAR,208,Supaul,2229076.0,1155283.0,1073793.0,1033283.0,647672.0,385611.0,1195793.0,507611.0,688182.0,2123518.0,1099495.0,1024023.0,969344.0,609988.0,359356.0,1154174.0,489507.0,664667.0,105558.0,55788.0,49770.0,63939.0,37684.0,26255.0,41619.0,18104.0,23515.0,10,46.35,45.65,60.57,14.92,4.74,95.26,929.5,208,208
BIHAR,209,Araria,2811569.0,1463333.0,1348236.0,1195768.0,727643.0,468125.0,1615801.0,735690.0,880111.0,2642792.0,1374254.0,1268538.0,1094403.0,669568.0,424835.0,1548389.0,704686.0,843703.0,168777.0,89079.0,79698.0,101365.0,58075.0,43290.0,67412.0,31004.0,36408.0,10,42.53,41.41,60.06,18.65,6.0,94.0,921.3,209,209
BIHAR,210,Kishanganj,1690400.0,866970.0,823430.0,745056.0,439921.0,305135.0,945344.0,427049.0,518295.0,1529277.0,783318.0,745959.0,649466.0,386310.0,263156.0,879811.0,397008.0,482803.0,161123.0,83652.0,77471.0,95590.0,53611.0,41979.0,65533.0,30041.0,35492.0,10,44.08,42.47,59.33,16.86,9.53,90.47,949.8,210,210
BIHAR,211,Purnia,3264619.0,1699370.0,1565249.0,1332326.0,805261.0,527065.0,1932293.0,894109.0,1038184.0,2921614.0,1519522.0,1402092.0,1121625.0,686513.0,435112.0,1799989.0,833009.0,966980.0,343005.0,179848.0,163157.0,210701.0,118748.0,91953.0,132304.0,61100.0,71204.0,10,40.81,38.39,61.43,23.04,10.51,89.49,921.1,211,211
BIHAR,212,Katihar,3071029.0,1600430.0,1470599.0,1280190.0,762256.0,517934.0,1790839.0,838174.0,952665.0,2797207.0,1455744.0,1341463.0,1099757.0,660084.0,439673.0,1697450.0,795660.0,901790.0,273822.0,144686.0,129136.0,180433.0,102172.0,78261.0,93389.0,42514.0,50875.0,10,41.69,39.32,65.89,26.57,8.92,91.08,918.9,212,212
BIHAR,213,Madhepura,2001762.0,1047559.0,954203.0,834577.0,517666.0,316911.0,1167185.0,529893.0,637292.0,1913301.0,1000760.0,912541.0,780081.0,486207.0,293874.0,1133220.0,514553.0,618667.0,88461.0,46799.0,41662.0,54496.0,31459.0,23037.0,33965.0,15340.0,18625.0,10,41.69,40.77,61.6,20.83,4.42,95.58,910.9,213,213
BIHAR,214,Saharsa,1900661.0,997174.0,903487.0,804996.0,506374.0,298622.0,1095665.0,490800.0,604865.0,1744121.0,913883.0,830238.0,706077.0,449094.0,256983.0,1038044.0,464789.0,573255.0,156540.0,83291.0,73249.0,98919.0,57280.0,41639.0,57621.0,26011.0,31610.0,10,42.35,40.48,63.19,22.71,8.24,91.76,906.0,214,214
BIHAR,215,Darbhanga,3937385.0,2059949.0,1877436.0,1816634.0,1125566.0,691068.0,2120751.0,934383.0,1186368.0,3554057.0,1858545.0,1695512.0,1569893.0,984342.0,585551.0,1984164.0,874203.0,1109961.0,383328.0,201404.0,181924.0,246741.0,141224.0,105517.0,136587.0,60180.0,76407.0,10,46.14,44.17,64.37,20.2,9.74,90.26,911.4,215,215
BIHAR,216,Muzaffarpur,4801062.0,2527497.0,2273565.0,2509232.0,1487117.0,1022115.0,2291830.0,1040380.0,1251450.0,4327625.0,2276812.0,2050813.0,2180423.0,1304006.0,876417.0,2147202.0,972806.0,1174396.0,473437.0,250685.0,222752.0,328809.0,183111.0,145698.0,144628.0,67574.0,77054.0,10,52.26,50.38,69.45,19.07,9.86,90.14,899.5,216,216
BIHAR,217,Gopalganj,2562012.0,1267666.0,1294346.0,1382998.0,793905.0,589093.0,1179014.0,473761.0,705253.0,2399207.0,1184967.0,1214240.0,1280064.0,736279.0,543785.0,1119143.0,448688.0,670455.0,162805.0,82699.0,80106.0,102934.0,57626.0,45308.0,59871.0,25073.0,34798.0,10,53.98,53.35,63.23,9.88,6.35,93.65,1021.0,217,217
BIHAR,218,Siwan,3330464.0,1675090.0,1655374.0,1930175.0,1115906.0,814269.0,1400289.0,559184.0,841105.0,3147551.0,1579685.0,1567866.0,1807466.0,1046916.0,760550.0,1340085.0,532769.0,807316.0,182913.0,95405.0,87508.0,122709.0,68990.0,53719.0,60204.0,26415.0,33789.0,10,57.96,57.42,67.09,9.67,5.49,94.51,988.2,218,218
BIHAR,219,Saran,3951862.0,2022821.0,1929041.0,2157454.0,1285767.0,871687.0,1794408.0,737054.0,1057354.0,3598660.0,1838119.0,1760541.0,1932589.0,1156940.0,775649.0,1666071.0,681179.0,984892.0,353202.0,184702.0,168500.0,224865.0,128827.0,96038.0,128337.0,55875.0,72462.0,10,54.59,53.7,63.66,9.96,8.94,91.06,953.6,219,219
BIHAR,220,Vaishali,3495021.0,1844535.0,1650486.0,1926740.0,1152576.0,774164.0,1568281.0,691959.0,876322.0,3261942.0,1721221.0,1540721.0,1779987.0,1068503.0,711484.0,1481955.0,652718.0,829237.0,233079.0,123314.0,109765.0,146753.0,84073.0,62680.0,86326.0,39241.0,47085.0,10,55.13,54.57,62.96,8.39,6.67,93.33,894.8,220,220
BIHAR,221,Samastipur,4261566.0,2230003.0,2031563.0,2142880.0,1293575.0,849305.0,2118686.0,936428.0,1182258.0,4113769.0,2152273.0,1961496.0,2040582.0,1236255.0,804327.0,2073187.0,916018.0,1157169.0,147797.0,77730.0,70067.0,102298.0,57320.0,44978.0,45499.0,20410.0,25089.0,10,50.28,49.6,69.22,19.62,3.47,96.53,911.0,221,221
BIHAR,222,Begusarai,2970541.0,1567660.0,1402881.0,1548673.0,918507.0,630166.0,1421868.0,649153.0,772715.0,2400718.0,1266308.0,1134410.0,1205992.0,721880.0,484112.0,1194726.0,544428.0,650298.0,569823.0,301352.0,268471.0,342681.0,196627.0,146054.0,227142.0,104725.0,122417.0,10,52.13,50.23,60.14,9.91,19.18,80.82,894.9,222,222
BIHAR,223,Khagaria,1666886.0,883786.0,783100.0,768028.0,461153.0,306875.0,898858.0,422633.0,476225.0,1579727.0,837281.0,742446.0,712044.0,429300.0,282744.0,867683.0,407981.0,459702.0,87159.0,46505.0,40654.0,55984.0,31853.0,24131.0,31175.0,14652.0,16523.0,10,46.08,45.07,64.23,19.16,5.23,94.77,886.1,223,223
BIHAR,224,Bhagalpur,3037766.0,1615663.0,1422103.0,1573066.0,937669.0,635397.0,1464700.0,677994.0,786706.0,2435234.0,1295386.0,1139848.0,1183706.0,716790.0,466916.0,1251528.0,578596.0,672932.0,602532.0,320277.0,282255.0,389360.0,220879.0,168481.0,213172.0,99398.0,113774.0,10,51.78,48.61,64.62,16.01,19.83,80.17,880.2,224,224
BIHAR,225,Banka,2034763.0,1067140.0,967623.0,965321.0,590961.0,374360.0,1069442.0,476179.0,593263.0,1963450.0,1029097.0,934353.0,921921.0,565932.0,355989.0,1041529.0,463165.0,578364.0,71313.0,38043.0,33270.0,43400.0,25029.0,18371.0,27913.0,13014.0,14899.0,10,47.44,46.95,60.86,13.91,3.5,96.5,906.7,225,225
BIHAR,226,Munger,1367765.0,729041.0,638724.0,801817.0,473741.0,328076.0,565948.0,255300.0,310648.0,987645.0,527299.0,460346.0,537021.0,324241.0,212780.0,450624.0,203058.0,247566.0,380120.0,201742.0,178378.0,264796.0,149500.0,115296.0,115324.0,52242.0,63082.0,10,58.62,54.37,69.66,15.29,27.79,72.21,876.1,226,226
BIHAR,227,Lakhisarai,1000912.0,526345.0,474567.0,507270.0,305182.0,202088.0,493642.0,221163.0,272479.0,857901.0,450863.0,407038.0,422622.0,256145.0,166477.0,435279.0,194718.0,240561.0,143011.0,75482.0,67529.0,84648.0,49037.0,35611.0,58363.0,26445.0,31918.0,10,50.68,49.26,59.19,9.93,14.29,85.71,901.6,227,227
BIHAR,228,Sheikhpura,636342.0,329743.0,306599.0,328676.0,196431.0,132245.0,307666.0,133312.0,174354.0,527340.0,272360.0,254980.0,264495.0,159124.0,105371.0,262845.0,113236.0,149609.0,109002.0,57383.0,51619.0,64181.0,37307.0,26874.0,44821.0,20076.0,24745.0,10,51.65,50.16,58.88,8.72,17.13,82.87,929.8,228,228
BIHAR,229,Nalanda,2877653.0,1497060.0,1380593.0,1519933.0,919558.0,600375.0,1357720.0,577502.0,780218.0,2419759.0,1257728.0,1162031.0,1232191.0,756523.0,475668.0,1187568.0,501205.0,686363.0,457894.0,239332.0,218562.0,287742.0,163035.0,124707.0,170152.0,76297.0,93855.0,10,52.82,50.92,62.84,11.92,15.91,84.09,922.2,229,229
BIHAR,230,Patna,5838465.0,3078512.0,2759953.0,3459679.0,2028047.0,1431632.0,2378786.0,1050465.0,1328321.0,3323875.0,1746025.0,1577850.0,1690372.0,1035473.0,654899.0,1633503.0,710552.0,922951.0,2514590.0,1332487.0,1182103.0,1769307.0,992574.0,776733.0,745283.0,339913.0,405370.0,10,59.26,50.86,70.36,19.5,43.07,56.93,896.5,230,230
BIHAR,231,Bhojpur,2728407.0,1430380.0,1298027.0,1599151.0,973486.0,625665.0,1129256.0,456894.0,672362.0,2338546.0,1224274.0,1114272.0,1339063.0,824719.0,514344.0,999483.0,399555.0,599928.0,389861.0,206106.0,183755.0,260088.0,148767.0,111321.0,129773.0,57339.0,72434.0,10,58.61,57.26,66.71,9.45,14.29,85.71,907.5,231,231
BIHAR,232,Buxar,1706352.0,887977.0,818375.0,989807.0,593544.0,396263.0,716545.0,294433.0,422112.0,1541853.0,801086.0,740767.0,878180.0,530083.0,348097.0,663673.0,271003.0,392670.0,164499.0,86891.0,77608.0,111627.0,63461.0,48166.0,52872.0,23430.0,29442.0,10,58.01,56.96,67.86,10.9,9.64,90.36,921.6,232,232
