State,District,District_Name,Total_Pop,Male_Pop,Female_Pop,Literate_Pop,M_LIT_Total,F_LIT_Total,P_ILL_Total,M_ILL_Total,F_ILL_Total,Rural_Pop,TOT_M_Rural,TOT_F_Rural,P_LIT_Rural,M_LIT_Rural,F_LIT_Rural,P_ILL_Rural,M_ILL_Rural,F_ILL_Rural,Urban_Pop,TOT_M_Urban,TOT_F_Urban,P_LIT_Urban,M_LIT_Urban,F_LIT_Urban,P_ILL_Urban,M_ILL_Urban,F_ILL_Urban,State_Code,Literacy_Rate,Literacy_Rate_Rural,Literacy_Rate_Urban,Literacy_Gap,Urban_Pct,Rural_Pct,Sex_Ratio,District_str,pc11_d_id
WEST BENGAL,336,Nadia,5167600.0,2653768.0,2513832.0,3480555.0,1878866.0,1601689.0,1687045.0,774902.0,912143.0,3728727.0,1921112.0,1807615.0,2354086.0,1281436.0,1072650.0,1374641.0,639676.0,734965.0,1438873.0,732656.0,706217.0,1126469.0,597430.0,529039.0,312404.0,135226.0,177178.0,19,67.35,63.13,78.29,15.16,27.84,72.16,947.3,336,336
WEST BENGAL,337,North Twenty Four Parganas,10009781.0,5119389.0,4890392.0,7608693.0,4056046.0,3552647.0,2401088.0,1063343.0,1337745.0,4277619.0,2196554.0,2081065.0,2929366.0,1593026.0,1336340.0,1348253.0,603528.0,744725.0,5732162.0,2922835.0,2809327.0,4679327.0,2463020.0,2216307.0,1052835.0,459815.0,593020.0,19,76.01,68.48,81.63,13.15,57.27,42.73,955.3,337,337
WEST BENGAL,338,Hugli,5519145.0,2814653.0,2704492.0,4078388.0,2211777.0,1866611.0,1440757.0,602876.0,837881.0,3390646.0,1722945.0,1667701.0,2389544.0,1309767.0,1079777.0,1001102.0,413178.0,587924.0,2128499.0,1091708.0,1036791.0,1688844.0,902010.0,786834.0,439655.0,189698.0,249957.0,19,73.9,70.47,79.34,8.87,38.57,61.43,960.9,338,338
WEST BENGAL,339,Bankura,3596674.0,1838095.0,1758579.0,2232992.0,1299337.0,933655.0,1363682.0,538758.0,824924.0,3296901.0,1685777.0,1611124.0,2002652.0,1174375.0,828277.0,1294249.0,511402.0,782847.0,299773.0,152318.0,147455.0,230340.0,124962.0,105378.0,69433.0,27356.0,42077.0,19,62.08,60.74,76.84,16.1,8.33,91.67,956.7,339,339
WEST BENGAL,340,Puruliya,2930115.0,1496996.0,1433119.0,1624905.0,1002058.0,622847.0,1305210.0,494938.0,810272.0,2556801.0,1304208.0,1252593.0,1374860.0,858620.0,516240.0,1181941.0,445588.0,736353.0,373314.0,192788.0,180526.0,250045.0,143438.0,106607.0,123269.0,49350.0,73919.0,19,55.46,53.77,66.98,13.21,12.74,87.26,957.3,340,340
WEST BENGAL,341,Haora,4850029.0,2500819.0,2349210.0,3605206.0,1942824.0,1662382.0,1244823.0,557995.0,686828.0,1775885.0,909519.0,866366.0,1256266.0,682352.0,573914.0,519619.0,227167.0,292452.0,3074144.0,1591300.0,1482844.0,2348940.0,1260472.0,1088468.0,725204.0,330828.0,394376.0,19,74.33,70.74,76.41,5.67,63.38,36.62,939.4,341,341
WEST BENGAL,342,Kolkata,4496694.0,2356766.0,2139928.0,3588137.0,1926915.0,1661222.0,908557.0,429851.0,478706.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4496694.0,2356766.0,2139928.0,3588137.0,1926915.0,1661222.0,908557.0,429851.0,478706.0,19,79.8,0.0,79.8,0.0,100.0,0.0,908.0,342,342
WEST BENGAL,343,South Twenty Four Parganas,8161961.0,4173778.0,3988183.0,5531657.0,3043277.0,2488380.0,2630304.0,1130501.0,1499803.0,6074188.0,3109219.0,2964969.0,3986878.0,2216852.0,1770026.0,2087310.0,892367.0,1194943.0,2087773.0,1064559.0,1023214.0,1544779.0,826425.0,718354.0,542994.0,238134.0,304860.0,19,67.77,65.64,73.99,8.35,25.58,74.42,955.5,343,343
WEST BENGAL,344,Paschim Medinipur,5913457.0,3007885.0,2905572.0,4078412.0,2266913.0,1811499.0,1835045.0,740972.0,1094073.0,5190771.0,2641721.0,2549050.0,3515817.0,1967008.0,1548809.0,1674954.0,674713.0,1000241.0,722686.0,366164.0,356522.0,562595.0,299905.0,262690.0,160091.0,66259.0,93832.0,19,68.97,67.73,77.85,10.12,12.22,87.78,966.0,344,344
WEST BENGAL,345,Purba Medinipur,5095875.0,2629834.0,2466041.0,3923194.0,2149073.0,1774121.0,1172681.0,480761.0,691920.0,4503161.0,2322562.0,2180599.0,3454187.0,1893682.0,1560505.0,1048974.0,428880.0,620094.0,592714.0,307272.0,285442.0,469007.0,255391.0,213616.0,123707.0,51881.0,71826.0,19,76.99,76.71,79.13,2.42,11.63,88.37,937.7,345,345
JHARKHAND,346,Garhwa,1322784.0,683575.0,639209.0,653476.0,405161.0,248315.0,669308.0,278414.0,390894.0,1253114.0,646947.0,606167.0,607528.0,378452.0,229076.0,645586.0,268495.0,377091.0,69670.0,36628.0,33042.0,45948.0,26709.0,19239.0,23722.0,9919.0,13803.0,20,49.4,48.48,65.95,17.47,5.27,94.73,935.1,346,346
JHARKHAND,347,Chatra,1042886.0,533935.0,508951.0,510061.0,303902.0,206159.0,532825.0,230033.0,302792.0,979932.0,500211.0,479721.0,466597.0,278745.0,187852.0,513335.0,221466.0,291869.0,62954.0,33724.0,29230.0,43464.0,25157.0,18307.0,19490.0,8567.0,10923.0,20,48.91,47.62,69.04,21.42,6.04,93.96,953.2,347,347
JHARKHAND,348,Kodarma,716259.0,367222.0,349037.0,390249.0,238780.0,151469.0,326010.0,128442.0,197568.0,575013.0,293595.0,281418.0,296147.0,184511.0,111636.0,278866.0,109084.0,169782.0,141246.0,73627.0,67619.0,94102.0,54269.0,39833.0,47144.0,19358.0,27786.0,20,54.48,51.5,66.62,15.12,19.72,80.28,950.5,348,348
JHARKHAND,349,Giridih,2445474.0,1258098.0,1187376.0,1253475.0,783736.0,469739.0,1191999.0,474362.0,717637.0,2237450.0,1149608.0,1087842.0,1113513.0,705100.0,408413.0,1123937.0,444508.0,679429.0,208024.0,108490.0,99534.0,139962.0,78636.0,61326.0,68062.0,29854.0,38208.0,20,51.26,49.77,67.28,17.51,8.51,91.49,943.8,349,349
JHARKHAND,350,Deoghar,1492073.0,775022.0,717051.0,793538.0,489837.0,303701.0,698535.0,285185.0,413350.0,1233712.0,638136.0,595576.0,604892.0,382872.0,222020.0,628820.0,255264.0,373556.0,258361.0,136886.0,121475.0,188646.0,106965.0,81681.0,69715.0,29921.0,39794.0,20,53.18,49.03,73.02,23.99,17.32,82.68,925.2,350,350
JHARKHAND,351,Godda,1313551.0,677927.0,635624.0,604519.0,376212.0,228307.0,709032.0,301715.0,407317.0,1249132.0,643907.0,605225.0,559346.0,350710.0,208636.0,689786.0,293197.0,396589.0,64419.0,34020.0,30399.0,45173.0,25502.0,19671.0,19246.0,8518.0,10728.0,20,46.02,44.78,70.12,25.34,4.9,95.1,937.6,351,351
JHARKHAND,352,Sahibganj,1150567.0,589391.0,561176.0,483263.0,287303.0,195960.0,667304.0,302088.0,365216.0,990901.0,505892.0,485009.0,384659.0,231109.0,153550.0,606242.0,274783.0,331459.0,159666.0,83499.0,76167.0,98604.0,56194.0,42410.0,61062.0,27305.0,33757.0,20,42.0,38.82,61.76,22.94,13.88,86.12,952.1,352,352
JHARKHAND,353,Pakur,900422.0,452661.0,447761.0,352881.0,206989.0,145892.0,547541.0,245672.0,301869.0,832910.0,418251.0,414659.0,315553.0,186532.0,129021.0,517357.0,231719.0,285638.0,67512.0,34410.0,33102.0,37328.0,20457.0,16871.0,30184.0,13953.0,16231.0,20,39.19,37.89,55.29,17.4,7.5,92.5,989.2,353,353
JHARKHAND,354,Dhanbad,2684487.0,1405956.0,1278531.0,1722204.0,1014950.0,707254.0,962283.0,391006.0,571277.0,1124093.0,581956.0,542137.0,649255.0,397144.0,252111.0,474838.0,184812.0,290026.0,1560394.0,824000.0,736394.0,1072949.0,617806.0,455143.0,487445.0,206194.0,281251.0,20,64.15,57.76,68.76,11.0,58.13,41.87,909.4,354,354
JHARKHAND,355,Bokaro,2062330.0,1072807.0,989523.0,1273520.0,759088.0,514432.0,788810.0,313719.0,475091.0,1078686.0,554954.0,523732.0,577178.0,357363.0,219815.0,501508.0,197591.0,303917.0,983644.0,517853.0,465791.0,696342.0,401725.0,294617.0,287302.0,116128.0,171174.0,20,61.75,53.51,70.79,17.28,47.7,52.3,922.4,355,355
JHARKHAND,356,Lohardaga,461790.0,232629.0,229161.0,259707.0,149568.0,110139.0,202083.0,83061.0,119022.0,404379.0,203255.0,201124.0,217404.0,126853.0,90551.0,186975.0,76402.0,110573.0,57411.0,29374.0,28037.0,42303.0,22715.0,19588.0,15108.0,6659.0,8449.0,20,56.24,53.76,73.68,19.92,12.43,87.57,985.1,356,356
JHARKHAND,357,Purbi Singhbhum,2293919.0,1176902.0,1117017.0,1507699.0,856526.0,651173.0,786220.0,320376.0,465844.0,1019328.0,514498.0,504830.0,547997.0,327892.0,220105.0,471331.0,186606.0,284725.0,1274591.0,662404.0,612187.0,959702.0,528634.0,431068.0,314889.0,133770.0,181119.0,20,65.73,53.76,75.29,21.53,55.56,44.44,949.1,357,357
JHARKHAND,358,Palamu,1939869.0,1006302.0,933567.0,1024563.0,621706.0,402857.0,915306.0,384596.0,530710.0,1713866.0,887551.0,826315.0,867814.0,532569.0,335245.0,846052.0,354982.0,491070.0,226003.0,118751.0,107252.0,156749.0,89137.0,67612.0,69254.0,29614.0,39640.0,20,52.82,50.63,69.36,18.73,11.65,88.35,927.7,358,358
JHARKHAND,359,Latehar,726978.0,369666.0,357312.0,350682.0,209706.0,140976.0,376296.0,159960.0,216336.0,675120.0,342566.0,332554.0,316158.0,190161.0,125997.0,358962.0,152405.0,206557.0,51858.0,27100.0,24758.0,34524.0,19545.0,14979.0,17334.0,7555.0,9779.0,20,48.24,46.83,66.57,19.74,7.13,92.87,966.6,359,359
JHARKHAND,360,Hazaribagh,1734495.0,890881.0,843614.0,1013249.0,596113.0,417136.0,721246.0,294768.0,426478.0,1459188.0,746934.0,712254.0,808009.0,482336.0,325673.0,651179.0,264598.0,386581.0,275307.0,143947.0,131360.0,205240.0,113777.0,91463.0,70067.0,30170.0,39897.0,20,58.42,55.37,74.55,19.18,15.87,84.13,946.9,360,360
JHARKHAND,361,Ramgarh,949443.0,494230.0,455213.0,596497.0,350031.0,246466.0,352946.0,144199.0,208747.0,530488.0,272167.0,258321.0,301206.0,179912.0,121294.0,229282.0,92255.0,137027.0,418955.0,222063.0,196892.0,295291.0,170119.0,125172.0,123664.0,51944.0,71720.0,20,62.83,56.78,70.48,13.7,44.13,55.87,921.1,361,361
JHARKHAND,362,Dumka,1321442.0,668514.0,652928.0,672409.0,406275.0,266134.0,649033.0,262239.0,386794.0,1231264.0,620928.0,610336.0,606660.0,369261.0,237399.0,624604.0,251667.0,372937.0,90178.0,47586.0,42592.0,65749.0,37014.0,28735.0,24429.0,10572.0,13857.0,20,50.88,49.27,72.91,23.64,6.82,93.18,976.7,362,362
JHARKHAND,363,Jamtara,791042.0,404830.0,386212.0,426312.0,258260.0,168052.0,364730.0,146570.0,218160.0,715296.0,365043.0,350253.0,371784.0,227285.0,144499.0,343512.0,137758.0,205754.0,75746.0,39787.0,35959.0,54528.0,30975.0,23553.0,21218.0,8812.0,12406.0,20,53.89,51.98,71.99,20.01,9.58,90.42,954.0,363,363
JHARKHAND,364,Ranchi,2914253.0,1494937.0,1419316.0,1911433.0,1085244.0,826189.0,1002820.0,409693.0,593127.0,1656918.0,840528.0,816390.0,953472.0,560352.0,393120.0,703446.0,280176.0,423270.0,1257335.0,654409.0,602926.0,957961.0,524892.0,433069.0,299374.0,129517.0,169857.0,20,65.59,57.54,76.19,18.65,43.14,56.86,949.4,364,364
JHARKHAND,365,Khunti,531885.0,266335.0,265550.0,284575.0,164741.0,119834.0,247310.0,101594.0,145716.0,486903.0,243494.0,243409.0,251733.0,147000.0,104733.0,235170.0,96494.0,138676.0,44982.0,22841.0,22141.0,32842.0,17741.0,15101.0,12140.0,5100.0,7040.0,20,53.5,51.7,73.01,21.31,8.46,91.54,997.1,365,365
JHARKHAND,366,Gumla,1025213.0,514390.0,510823.0,559720.0,321795.0,237925.0,465493.0,192595.0,272898.0,960132.0,481135.0,478997.0,510005.0,295167.0,214838.0,450127.0,185968.0,264159.0,65081.0,33255.0,31826.0,49715.0,26628.0,23087.0,15366.0,6627.0,8739.0,20,54.6,53.12,76.39,23.27,6.35,93.65,993.1,366,366
JHARKHAND,367,Simdega,599578.0,300309.0,299269.0,343483.0,191991.0,151492.0,256095.0,108318.0,147777.0,556634.0,278425.0,278209.0,311416.0,174914.0,136502.0,245218.0,103511.0,141707.0,42944.0,21884.0,21060.0,32067.0,17077.0,14990.0,10877.0,4807.0,6070.0,20,57.29,55.95,74.67,18.72,7.16,92.84,996.5,367,367
JHARKHAND,368,Pashchimi Singhbhum,1502338.0,749385.0,752953.0,727561.0,439273.0,288288.0,774777.0,310112.0,464665.0,1284304.0,637657.0,646647.0,570404.0,351945.0,218459.0,713900.0,285712.0,428188.0,218034.0,111728.0,106306.0,157157.0,87328.0,69829.0,60877.0,24400.0,36477.0,20,48.43,44.41,72.08,27.67,14.51,85.49,1004.8,368,368
JHARKHAND,369,Saraikela-Kharsawan,1065056.0,544411.0,520645.0,612993.0,365332.0,247661.0,452063.0,179079.0,272984.0,806310.0,408848.0,397462.0,434348.0,264546.0,169802.0,371962.0,144302.0,227660.0,258746.0,135563.0,123183.0,178645.0,100786.0,77859.0,80101.0,34777.0,45324.0,20,57.56,53.87,69.04,15.17,24.29,75.71,956.3,369,369
ODISHA,370,Bargarh,1481255.0,749161.0,732094.0,983783.0,557217.0,426566.0,497472.0,191944.0,305528.0,1331145.0,672603.0,658542.0,869172.0,494987.0,374185.0,461973.0,177616.0,284357.0,150110.0,76558.0,73552.0,114611.0,62230.0,52381.0,35499.0,14328.0,21171.0,21,66.42,65.3,76.35,11.05,10.13,89.87,977.2,370,370
ODISHA,371,Jharsuguda,579505.0,296690.0,282815.0,405879.0,228092.0,177787.0,173626.0,68598.0,105028.0,348340.0,176162.0,172178.0,234962.0,132448.0,102514.0,113378.0,43714.0,69664.0,231165.0,120528.0,110637.0,170917.0,95644.0,75273.0,60248.0,24884.0,35364.0,21,70.04,67.45,73.94,6.49,39.89,60.11,953.2,371,371
ODISHA,372,Sambalpur,1041099.0,526877.0,514222.0,703691.0,393192.0,310499.0,337408.0,133685.0,203723.0,733006.0,368692.0,364314.0,470897.0,266228.0,204669.0,262109.0,102464.0,159645.0,308093.0,158185.0,149908.0,232794.0,126964.0,105830.0,75299.0,31221.0,44078.0,21,67.59,64.24,75.56,11.32,29.59,70.41,976.0,372,372
ODISHA,373,Debagarh,312520.0,158230.0,154290.0,197819.0,112649.0,85170.0,114701.0,45581.0,69120.0,290130.0,146666.0,143464.0,181300.0,103536.0,77764.0,108830.0,43130.0,65700.0,22390.0,11564.0,10826.0,16519.0,9113.0,7406.0,5871.0,2451.0,3420.0,21,63.3,62.49,73.78,11.29,7.16,92.84,975.1,373,373
ODISHA,374,Sundargarh,2093437.0,1061147.0,1032290.0,1342322.0,750147.0,592175.0,751115.0,311000.0,440115.0,1355340.0,676068.0,679272.0,782147.0,441493.0,340654.0,573193.0,234575.0,338618.0,738097.0,385079.0,353018.0,560175.0,308654.0,251521.0,177922.0,76425.0,101497.0,21,64.12,57.71,75.89,18.18,35.26,64.74,972.8,374,374
ODISHA,375,Kendujhar,1801733.0,906487.0,895246.0,1052518.0,605119.0,447399.0,749215.0,301368.0,447847.0,1548674.0,774667.0,774007.0,880689.0,507316.0,373373.0,667985.0,267351.0,400634.0,253059.0,131820.0,121239.0,171829.0,97803.0,74026.0,81230.0,34017.0,47213.0,21,58.42,56.87,67.9,11.03,14.05,85.95,987.6,375,375
ODISHA,376,Mayurbhanj,2519738.0,1256213.0,1263525.0,1369397.0,794171.0,575226.0,1150341.0,462042.0,688299.0,2326842.0,1157576.0,1169266.0,1220428.0,713913.0,506515.0,1106414.0,443663.0,662751.0,192896.0,98637.0,94259.0,148969.0,80258.0,68711.0,43927.0,18379.0,25548.0,21,54.35,52.45,77.23,24.78,7.66,92.34,1005.8,376,376
ODISHA,377,Baleshwar,2320529.0,1185787.0,1134742.0,1621232.0,902359.0,718873.0,699297.0,283428.0,415869.0,2067236.0,1056466.0,1010770.0,1430341.0,799882.0,630459.0,636895.0,256584.0,380311.0,253293.0,129321.0,123972.0,190891.0,102477.0,88414.0,62402.0,26844.0,35558.0,21,69.86,69.19,75.36,6.17,10.92,89.08,957.0,377,377
ODISHA,378,Bhadrak,1506337.0,760260.0,746077.0,1094140.0,596269.0,497871.0,412197.0,163991.0,248206.0,1320499.0,665255.0,655244.0,964713.0,525719.0,438994.0,355786.0,139536.0,216250.0,185838.0,95005.0,90833.0,129427.0,70550.0,58877.0,56411.0,24455.0,31956.0,21,72.64,73.06,69.65,-3.41,12.34,87.66,981.3,378,378
ODISHA,379,Kendrapara,1440361.0,717814.0,722547.0,1089265.0,579970.0,509295.0,351096.0,137844.0,213252.0,1356827.0,675053.0,681774.0,1023485.0,544759.0,478726.0,333342.0,130294.0,203048.0,83534.0,42761.0,40773.0,65780.0,35211.0,30569.0,17754.0,7550.0,10204.0,21,75.62,75.43,78.75,3.32,5.8,94.2,1006.6,379,379
ODISHA,380,Jagatsinghapur,1136971.0,577865.0,559106.0,889027.0,481049.0,407978.0,247944.0,96816.0,151128.0,1020991.0,516813.0,504178.0,798202.0,430959.0,367243.0,222789.0,85854.0,136935.0,115980.0,61052.0,54928.0,90825.0,50090.0,40735.0,25155.0,10962.0,14193.0,21,78.19,78.18,78.31,0.13,10.2,89.8,967.5,380,380
ODISHA,381,Cuttack,2624470.0,1352760.0,1271710.0,2011469.0,1103033.0,908436.0,613001.0,249727.0,363274.0,1888423.0,970885.0,917538.0,1407978.0,780022.0,627956.0,480445.0,190863.0,289582.0,736047.0,381875.0,354172.0,603491.0,323011.0,280480.0,132556.0,58864.0,73692.0,21,76.64,74.56,81.99,7.43,28.05,71.95,940.1,381,381
ODISHA,382,Jajapur,1827192.0,926034.0,901158.0,1290455.0,706396.0,584059.0,536737.0,219638.0,317099.0,1692095.0,856539.0,835556.0,1188483.0,651153.0,537330.0,503612.0,205386.0,298226.0,135097.0,69495.0,65602.0,101972.0,55243.0,46729.0,33125.0,14252.0,18873.0,21,70.63,70.24,75.48,5.24,7.39,92.61,973.1,382,382
ODISHA,383,Dhenkanal,1192811.0,612593.0,580218.0,829910.0,464093.0,365817.0,362901.0,148500.0,214401.0,1075305.0,551326.0,523979.0,735523.0,412767.0,322756.0,339782.0,138559.0,201223.0,117506.0,61267.0,56239.0,94387.0,51326.0,43061.0,23119.0,9941.0,13178.0,21,69.58,68.4,80.33,11.93,9.85,90.15,947.2,383,383
ODISHA,384,Anugul,1273821.0,655718.0,618103.0,869456.0,494425.0,375031.0,404365.0,161293.0,243072.0,1067275.0,546385.0,520890.0,709069.0,404772.0,304297.0,358206.0,141613.0,216593.0,206546.0,109333.0,97213.0,160387.0,89653.0,70734.0,46159.0,19680.0,26479.0,21,68.26,66.44,77.65,11.21,16.21,83.79,942.6,384,384
ODISHA,385,Nayagarh,962789.0,502636.0,460153.0,688362.0,392333.0,296029.0,274427.0,110303.0,164124.0,883051.0,461019.0,422032.0,625345.0,357687.0,267658.0,257706.0,103332.0,154374.0,79738.0,41617.0,38121.0,63017.0,34646.0,28371.0,16721.0,6971.0,9750.0,21,71.5,70.82,79.03,8.21,8.28,91.72,915.5,385,385
ODISHA,386,Khordha,2251673.0,1167137.0,1084536.0,1749936.0,957515.0,792421.0,501737.0,209622.0,292115.0,1167357.0,595809.0,571548.0,859680.0,471689.0,387991.0,307677.0,124120.0,183557.0,1084316.0,571328.0,512988.0,890256.0,485826.0,404430.0,194060.0,85502.0,108558.0,21,77.72,73.64,82.1,8.46,48.16,51.84,929.2,386,386
ODISHA,387,Puri,1698730.0,865380.0,833350.0,1291939.0,704857.0,587082.0,406791.0,160523.0,246268.0,1433800.0,728213.0,705587.0,1082202.0,591850.0,490352.0,351598.0,136363.0,215235.0,264930.0,137167.0,127763.0,209737.0,113007.0,96730.0,55193.0,24160.0,31033.0,21,76.05,75.48,79.17,3.69,15.6,84.4,963.0,387,387
ODISHA,388,Ganjam,3529031.0,1779218.0,1749813.0,2210050.0,1262652.0,947398.0,1318981.0,516566.0,802415.0,2761030.0,1383636.0,1377394.0,1635150.0,945712.0,689438.0,1125880.0,437924.0,687956.0,768001.0,395582.0,372419.0,574900.0,316940.0,257960.0,193101.0,78642.0,114459.0,21,62.62,59.22,74.86,15.64,21.76,78.24,983.5,388,388
ODISHA,389,Gajapati,577817.0,282882.0,294935.0,262537.0,153663.0,108874.0,315280.0,129219.0,186061.0,507151.0,247655.0,259496.0,213160.0,126934.0,86226.0,293991.0,120721.0,173270.0,70666.0,35227.0,35439.0,49377.0,26729.0,22648.0,21289.0,8498.0,12791.0,21,45.44,42.03,69.87,27.84,12.23,87.77,1042.6,389,389
ODISHA,390,Kandhamal,733110.0,359945.0,373165.0,399786.0,233900.0,165886.0,333324.0,126045.0,207279.0,660831.0,323523.0,337308.0,343893.0,203797.0,140096.0,316938.0,119726.0,197212.0,72279.0,36422.0,35857.0,55893.0,30103.0,25790.0,16386.0,6319.0,10067.0,21,54.53,52.04,77.33,25.29,9.86,90.14,1036.7,390,390
ODISHA,391,Baudh,441162.0,221625.0,219537.0,271612.0,158648.0,112964.0,169550.0,62977.0,106573.0,420738.0,211133.0,209605.0,255716.0,149864.0,105852.0,165022.0,61269.0,103753.0,20424.0,10492.0,9932.0,15896.0,8784.0,7112.0,4528.0,1708.0,2820.0,21,61.57,60.78,77.83,17.05,4.63,95.37,990.6,391,391
ODISHA,392,Subarnapur,610183.0,311312.0,298871.0,398421.0,230393.0,168028.0,211762.0,80919.0,130843.0,560242.0,285634.0,274608.0,361498.0,209666.0,151832.0,198744.0,75968.0,122776.0,49941.0,25678.0,24263.0,36923.0,20727.0,16196.0,13018.0,4951.0,8067.0,21,65.3,64.53,73.93,9.4,8.18,91.82,960.0,392,392
ODISHA,393,Balangir,1648997.0,830097.0,818900.0,927260.0,545672.0,381588.0,721737.0,284425.0,437312.0,1451616.0,728770.0,722846.0,780657.0,464882.0,315775.0,670959.0,263888.0,407071.0,197381.0,101327.0,96054.0,146603.0,80790.0,65813.0,50778.0,20537.0,30241.0,21,56.23,53.78,74.27,20.49,11.97,88.03,986.5,393,393
ODISHA,394,Nuapada,610382.0,301962.0,308420.0,299383.0,180903.0,118480.0,310999.0,121059.0,189940.0,576328.0,284792.0,291536.0,275864.0,167937.0,107927.0,300464.0,116855.0,183609.0,34054.0,17170.0,16884.0,23519.0,12966.0,10553.0,10535.0,4204.0,6331.0,21,49.05,47.87,69.06,21.19,5.58,94.42,1021.4,394,394
ODISHA,395,Kalahandi,1576869.0,787101.0,789768.0,802036.0,484177.0,317859.0,774833.0,302924.0,471909.0,1454882.0,724646.0,730236.0,713762.0,435330.0,278432.0,741120.0,289316.0,451804.0,121987.0,62455.0,59532.0,88274.0,48847.0,39427.0,33713.0,13608.0,20105.0,21,50.86,49.06,72.36,23.3,7.74,92.26,1003.4,395,395
ODISHA,396,Rayagada,967911.0,471960.0,495951.0,407735.0,241959.0,165776.0,560176.0,230001.0,330175.0,820945.0,397774.0,423171.0,305758.0,185630.0,120128.0,515187.0,212144.0,303043.0,146966.0,74186.0,72780.0,101977.0,56329.0,45648.0,44989.0,17857.0,27132.0,21,42.13,37.24,69.39,32.15,15.18,84.82,1050.8,396,396
ODISHA,397,Nabarangapur,1220946.0,604812.0,616134.0,470379.0,286984.0,183395.0,750567.0,317828.0,432739.0,1133321.0,560771.0,572550.0,410535.0,254221.0,156314.0,722786.0,306550.0,416236.0,87625.0,44041.0,43584.0,59844.0,32763.0,27081.0,27781.0,11278.0,16503.0,21,38.53,36.22,68.3,32.08,7.18,92.82,1018.7,397,397
ODISHA,398,Koraput,1379647.0,678809.0,700838.0,568090.0,340843.0,227247.0,811557.0,337966.0,473591.0,1153478.0,563771.0,589707.0,404425.0,250926.0,153499.0,749053.0,312845.0,436208.0,226169.0,115038.0,111131.0,163665.0,89917.0,73748.0,62504.0,25121.0,37383.0,21,41.18,35.06,72.36,37.3,16.39,83.61,1032.5,398,398
ODISHA,399,Malkangiri,613192.0,303624.0,309568.0,244706.0,147001.0,97705.0,368486.0,156623.0,211863.0,563664.0,277901.0,285763.0,212881.0,128473.0,84408.0,350783.0,149428.0,201355.0,49528.0,25723.0,23805.0,31825.0,18528.0,13297.0,17703.0,7195.0,10508.0,21,39.91,37.77,64.26,26.49,8.08,91.92,1019.6,399,399
CHHATTISGARH,400,Koriya,658917.0,334737.0,324180.0,397823.0,229923.0,167900.0,261094.0,104814.0,156280.0,453618.0,228338.0,225280.0,249156.0,145851.0,103305.0,204462.0,82487.0,121975.0,205299.0,106399.0,98900.0,148667.0,84072.0,64595.0,56632.0,22327.0,34305.0,22,60.38,54.93,72.41,17.48,31.16,68.84,968.5,400,400
CHHATTISGARH,401,Surguja,2359886.0,1193129.0,1166757.0,1187941.0,694686.0,493255.0,1171945.0,498443.0,673502.0,2116965.0,1067908.0,1049057.0,1008398.0,596287.0,412111.0,1108567.0,471621.0,636946.0,242921.0,125221.0,117700.0,179543.0,98399.0,81144.0,63378.0,26822.0,36556.0,22,50.34,47.63,73.91,26.28,10.29,89.71,977.9,401,401
CHHATTISGARH,402,Jashpur,851669.0,424747.0,426922.0,495415.0,280656.0,214759.0,356254.0,144091.0,212163.0,775677.0,386307.0,389370.0,439818.0,250617.0,189201.0,335859.0,135690.0,200169.0,75992.0,38440.0,37552.0,55597.0,30039.0,25558.0,20395.0,8401.0,11994.0,22,58.17,56.7,73.16,16.46,8.92,91.08,1005.1,402,402
CHHATTISGARH,403,Raigarh,1493984.0,750278.0,743706.0,951639.0,542756.0,408883.0,542345.0,207522.0,334823.0,1247682.0,623817.0,623865.0,768151.0,441331.0,326820.0,479531.0,182486.0,297045.0,246302.0,126461.0,119841.0,183488.0,101425.0,82063.0,62814.0,25036.0,37778.0,22,63.7,61.57,74.5,12.93,16.49,83.51,991.2,403,403
CHHATTISGARH,404,Korba,1206640.0,612915.0,593725.0,748759.0,433391.0,315368.0,457881.0,179524.0,278357.0,760350.0,381424.0,378926.0,422750.0,249864.0,172886.0,337600.0,131560.0,206040.0,446290.0,231491.0,214799.0,326009.0,183527.0,142482.0,120281.0,47964.0,72317.0,22,62.05,55.6,73.05,17.45,36.99,63.01,968.7,404,404
CHHATTISGARH,405,Janjgir - Champa,1619707.0,815717.0,803990.0,1019634.0,593679.0,425955.0,600073.0,222038.0,378035.0,1394646.0,701401.0,693245.0,859400.0,503744.0,355656.0,535246.0,197657.0,337589.0,225061.0,114316.0,110745.0,160234.0,89935.0,70299.0,64827.0,24381.0,40446.0,22,62.95,61.62,71.2,9.58,13.9,86.1,985.6,405,405
CHHATTISGARH,406,Bilaspur,2663629.0,1351574.0,1312055.0,1596560.0,932474.0,664086.0,1067069.0,419100.0,647969.0,1983759.0,1002520.0,981239.0,1095487.0,656265.0,439222.0,888272.0,346255.0,542017.0,679870.0,349054.0,330816.0,501073.0,276209.0,224864.0,178797.0,72845.0,105952.0,22,59.94,55.22,73.7,18.48,25.52,74.48,970.8,406,406
