state_name,date,year,fuel_type,registrations
Andaman & Nicobar Islands,2019-01-01,2019,Diesel,72.0
Andaman & Nicobar Islands,2019-01-01,2019,Petrol,798.0
Andaman & Nicobar Islands,2019-02-01,2019,Diesel,73.0
Andaman & Nicobar Islands,2019-02-01,2019,Not Applicable,1.0
Andaman & Nicobar Islands,2019-02-01,2019,Petrol,674.0
Andaman & Nicobar Islands,2019-03-01,2019,Diesel,61.0
Andaman & Nicobar Islands,2019-03-01,2019,Petrol,756.0
Andaman & Nicobar Islands,2019-04-01,2019,Diesel,86.0
Andaman & Nicobar Islands,2019-04-01,2019,Petrol,667.0
Andaman & Nicobar Islands,2019-05-01,2019,Diesel,34.0
Andaman & Nicobar Islands,2019-05-01,2019,Electric(Bov),2.0
Andaman & Nicobar Islands,2019-05-01,2019,Not Applicable,17.0
Andaman & Nicobar Islands,2019-05-01,2019,Petrol,708.0
Andaman & Nicobar Islands,2019-06-01,2019,Diesel,34.0
Andaman & Nicobar Islands,2019-06-01,2019,Not Applicable,10.0
Andaman & Nicobar Islands,2019-06-01,2019,Petrol,625.0
Andaman & Nicobar Islands,2019-07-01,2019,Diesel,42.0
Andaman & Nicobar Islands,2019-07-01,2019,Petrol,781.0
Andaman & Nicobar Islands,2019-08-01,2019,Diesel,53.0
Andaman & Nicobar Islands,2019-08-01,2019,Not Applicable,10.0
Andaman & Nicobar Islands,2019-08-01,2019,Petrol,654.0
Andaman & Nicobar Islands,2019-08-01,2019,Petrol/Lpg,1.0
Andaman & Nicobar Islands,2019-09-01,2019,Diesel,27.0
Andaman & Nicobar Islands,2019-09-01,2019,Petrol,671.0
Andaman & Nicobar Islands,2019-10-01,2019,Diesel,44.0
Andaman & Nicobar Islands,2019-10-01,2019,Petrol,796.0
Andaman & Nicobar Islands,2019-11-01,2019,Diesel,35.0
Andaman & Nicobar Islands,2019-11-01,2019,Petrol,668.0
Andaman & Nicobar Islands,2019-12-01,2019,Diesel,57.0
Andaman & Nicobar Islands,2019-12-01,2019,Petrol,712.0
Andaman & Nicobar Islands,2020-01-01,2020,Diesel,51.0
Andaman & Nicobar Islands,2020-01-01,2020,Petrol,824.0
Andaman & Nicobar Islands,2020-02-01,2020,Diesel,56.0
Andaman & Nicobar Islands,2020-02-01,2020,Electric(Bov),3.0
Andaman & Nicobar Islands,2020-02-01,2020,Petrol,604.0
Andaman & Nicobar Islands,2020-03-01,2020,Diesel,80.0
Andaman & Nicobar Islands,2020-03-01,2020,Petrol,614.0
Andaman & Nicobar Islands,2020-04-01,2020,Diesel,36.0
Andaman & Nicobar Islands,2020-04-01,2020,Petrol,122.0
Andaman & Nicobar Islands,2020-05-01,2020,Diesel,15.0
Andaman & Nicobar Islands,2020-05-01,2020,Petrol,107.0
Andaman & Nicobar Islands,2020-06-01,2020,Diesel,14.0
Andaman & Nicobar Islands,2020-06-01,2020,Electric(Bov),10.0
Andaman & Nicobar Islands,2020-06-01,2020,Not Applicable,1.0
Andaman & Nicobar Islands,2020-06-01,2020,Petrol,586.0
Andaman & Nicobar Islands,2020-07-01,2020,Diesel,19.0
Andaman & Nicobar Islands,2020-07-01,2020,Electric(Bov),15.0
Andaman & Nicobar Islands,2020-07-01,2020,Petrol,581.0
Andaman & Nicobar Islands,2020-08-01,2020,Diesel,1.0
Andaman & Nicobar Islands,2020-09-01,2020,Diesel,21.0
Andaman & Nicobar Islands,2020-09-01,2020,Electric(Bov),1.0
Andaman & Nicobar Islands,2020-09-01,2020,Petrol,557.0
Andaman & Nicobar Islands,2020-09-01,2020,Petrol/Hybrid,4.0
Andaman & Nicobar Islands,2020-10-01,2020,Diesel,43.0
Andaman & Nicobar Islands,2020-10-01,2020,Electric(Bov),3.0
Andaman & Nicobar Islands,2020-10-01,2020,Petrol,596.0
Andaman & Nicobar Islands,2020-10-01,2020,Petrol/Hybrid,9.0
Andaman & Nicobar Islands,2020-11-01,2020,Diesel,26.0
Andaman & Nicobar Islands,2020-11-01,2020,Electric(Bov),2.0
Andaman & Nicobar Islands,2020-11-01,2020,Petrol,657.0
Andaman & Nicobar Islands,2020-11-01,2020,Petrol/Hybrid,7.0
Andaman & Nicobar Islands,2020-12-01,2020,Diesel,24.0
Andaman & Nicobar Islands,2020-12-01,2020,Electric(Bov),2.0
Andaman & Nicobar Islands,2020-12-01,2020,Petrol,542.0
Andaman & Nicobar Islands,2021-01-01,2021,Diesel,27.0
Andaman & Nicobar Islands,2021-01-01,2021,Electric(Bov),15.0
Andaman & Nicobar Islands,2021-01-01,2021,Petrol,487.0
Andaman & Nicobar Islands,2021-01-01,2021,Petrol/Hybrid,1.0
Andaman & Nicobar Islands,2021-02-01,2021,Diesel,45.0
Andaman & Nicobar Islands,2021-02-01,2021,Electric(Bov),26.0
Andaman & Nicobar Islands,2021-02-01,2021,Petrol,472.0
Andaman & Nicobar Islands,2021-02-01,2021,Petrol/Hybrid,2.0
Andaman & Nicobar Islands,2021-03-01,2021,Diesel,36.0
Andaman & Nicobar Islands,2021-03-01,2021,Electric(Bov),31.0
Andaman & Nicobar Islands,2021-03-01,2021,Petrol,570.0
Andaman & Nicobar Islands,2021-03-01,2021,Petrol/Hybrid,2.0
Andaman & Nicobar Islands,2021-04-01,2021,Diesel,47.0
Andaman & Nicobar Islands,2021-04-01,2021,Electric(Bov),9.0
Andaman & Nicobar Islands,2021-04-01,2021,Petrol,671.0
Andaman & Nicobar Islands,2021-04-01,2021,Petrol/Hybrid,4.0
Andaman & Nicobar Islands,2021-05-01,2021,Diesel,3.0
Andaman & Nicobar Islands,2021-05-01,2021,Petrol,5.0
Andaman & Nicobar Islands,2021-06-01,2021,Diesel,3.0
Andaman & Nicobar Islands,2021-06-01,2021,Petrol,4.0
Andaman & Nicobar Islands,2021-07-01,2021,Diesel,72.0
Andaman & Nicobar Islands,2021-07-01,2021,Electric(Bov),8.0
Andaman & Nicobar Islands,2021-07-01,2021,Petrol,614.0
Andaman & Nicobar Islands,2021-07-01,2021,Petrol/Hybrid,2.0
Andaman & Nicobar Islands,2021-08-01,2021,Diesel,37.0
Andaman & Nicobar Islands,2021-08-01,2021,Electric(Bov),1.0
Andaman & Nicobar Islands,2021-08-01,2021,Petrol,505.0
Andaman & Nicobar Islands,2021-09-01,2021,Diesel,45.0
Andaman & Nicobar Islands,2021-09-01,2021,Petrol,408.0
Andaman & Nicobar Islands,2021-09-01,2021,Petrol/Hybrid,2.0
Andaman & Nicobar Islands,2021-10-01,2021,Diesel,29.0
Andaman & Nicobar Islands,2021-10-01,2021,Electric(Bov),1.0
Andaman & Nicobar Islands,2021-10-01,2021,Petrol,431.0
Andaman & Nicobar Islands,2021-10-01,2021,Petrol/Hybrid,1.0
Andaman & Nicobar Islands,2021-11-01,2021,Diesel,52.0
Andaman & Nicobar Islands,2021-11-01,2021,Petrol,539.0
Andaman & Nicobar Islands,2021-12-01,2021,Diesel,56.0
Andaman & Nicobar Islands,2021-12-01,2021,Electric(Bov),1.0
Andaman & Nicobar Islands,2021-12-01,2021,Petrol,488.0
Andaman & Nicobar Islands,2022-01-01,2022,Diesel,41.0
Andaman & Nicobar Islands,2022-01-01,2022,Petrol,433.0
Andaman & Nicobar Islands,2022-02-01,2022,Diesel,40.0
Andaman & Nicobar Islands,2022-02-01,2022,Petrol,498.0
Andaman & Nicobar Islands,2022-03-01,2022,Diesel,45.0
Andaman & Nicobar Islands,2022-03-01,2022,Electric(Bov),2.0
Andaman & Nicobar Islands,2022-03-01,2022,Petrol,489.0
Andaman & Nicobar Islands,2022-04-01,2022,Diesel,70.0
Andaman & Nicobar Islands,2022-04-01,2022,Electric(Bov),1.0
Andaman & Nicobar Islands,2022-04-01,2022,Petrol,544.0
Andaman & Nicobar Islands,2022-05-01,2022,Diesel,52.0
Andaman & Nicobar Islands,2022-05-01,2022,Petrol,459.0
Andaman & Nicobar Islands,2022-06-01,2022,Diesel,45.0
Andaman & Nicobar Islands,2022-06-01,2022,Petrol,534.0
Andaman & Nicobar Islands,2022-07-01,2022,Diesel,60.0
Andaman & Nicobar Islands,2022-07-01,2022,Petrol,507.0
Andaman & Nicobar Islands,2022-07-01,2022,Petrol/Hybrid,2.0
Andaman & Nicobar Islands,2022-08-01,2022,Diesel,77.0
Andaman & Nicobar Islands,2022-08-01,2022,Petrol,537.0
Andaman & Nicobar Islands,2022-09-01,2022,Diesel,68.0
Andaman & Nicobar Islands,2022-09-01,2022,Petrol,610.0
Andaman & Nicobar Islands,2022-10-01,2022,Diesel,55.0
Andaman & Nicobar Islands,2022-10-01,2022,Petrol,556.0
Andaman & Nicobar Islands,2022-10-01,2022,Petrol/Hybrid,1.0
Andaman & Nicobar Islands,2022-11-01,2022,Diesel,84.0
Andaman & Nicobar Islands,2022-11-01,2022,Electric(Bov),7.0
Andaman & Nicobar Islands,2022-11-01,2022,Petrol,542.0
Andaman & Nicobar Islands,2022-11-01,2022,Petrol/Hybrid,6.0
Andaman & Nicobar Islands,2022-12-01,2022,Diesel,62.0
Andaman & Nicobar Islands,2022-12-01,2022,Electric(Bov),13.0
Andaman & Nicobar Islands,2022-12-01,2022,Petrol,606.0
Andaman & Nicobar Islands,2022-12-01,2022,Petrol/Hybrid,19.0
Andaman & Nicobar Islands,2023-01-01,2023,Diesel,80.0
Andaman & Nicobar Islands,2023-01-01,2023,Petrol,523.0
Andaman & Nicobar Islands,2023-01-01,2023,Petrol/Hybrid,13.0
Andaman & Nicobar Islands,2023-02-01,2023,Diesel,60.0
Andaman & Nicobar Islands,2023-02-01,2023,Petrol,518.0
Andaman & Nicobar Islands,2023-02-01,2023,Petrol/Hybrid,17.0
Andaman & Nicobar Islands,2023-03-01,2023,Diesel,105.0
Andaman & Nicobar Islands,2023-03-01,2023,Electric(Bov),2.0
Andaman & Nicobar Islands,2023-03-01,2023,Petrol,636.0
Andaman & Nicobar Islands,2023-03-01,2023,Petrol/Ethanol,4.0
Andaman & Nicobar Islands,2023-03-01,2023,Petrol/Hybrid,22.0
Andaman & Nicobar Islands,2023-04-01,2023,Diesel,44.0
Andaman & Nicobar Islands,2023-04-01,2023,Electric(Bov),1.0
Andaman & Nicobar Islands,2023-04-01,2023,Petrol,456.0
Andaman & Nicobar Islands,2023-04-01,2023,Petrol/Ethanol,7.0
Andaman & Nicobar Islands,2023-04-01,2023,Petrol/Hybrid,14.0
Andaman & Nicobar Islands,2023-05-01,2023,Diesel,59.0
Andaman & Nicobar Islands,2023-05-01,2023,Petrol,575.0
Andaman & Nicobar Islands,2023-05-01,2023,Petrol/Ethanol,15.0
Andaman & Nicobar Islands,2023-05-01,2023,Petrol/Hybrid,6.0
Andaman & Nicobar Islands,2023-06-01,2023,Diesel,61.0
Andaman & Nicobar Islands,2023-06-01,2023,Electric(Bov),1.0
Andaman & Nicobar Islands,2023-06-01,2023,Petrol,525.0
Andaman & Nicobar Islands,2023-06-01,2023,Petrol/Ethanol,9.0
Andaman & Nicobar Islands,2023-06-01,2023,Petrol/Hybrid,8.0
Andaman & Nicobar Islands,2023-07-01,2023,Diesel,66.0
Andaman & Nicobar Islands,2023-07-01,2023,Electric(Bov),3.0
Andaman & Nicobar Islands,2023-07-01,2023,Petrol,596.0
Andaman & Nicobar Islands,2023-07-01,2023,Petrol/Ethanol,8.0
Andaman & Nicobar Islands,2023-07-01,2023,Petrol/Hybrid,6.0
Andaman & Nicobar Islands,2023-08-01,2023,Diesel,116.0
Andaman & Nicobar Islands,2023-08-01,2023,Electric(Bov),3.0
Andaman & Nicobar Islands,2023-08-01,2023,Petrol,649.0
Andaman & Nicobar Islands,2023-08-01,2023,Petrol/Ethanol,27.0
Andaman & Nicobar Islands,2023-08-01,2023,Petrol/Hybrid,18.0
Andaman & Nicobar Islands,2023-09-01,2023,Diesel,62.0
Andaman & Nicobar Islands,2023-09-01,2023,Electric(Bov),1.0
Andaman & Nicobar Islands,2023-09-01,2023,Petrol,516.0
Andaman & Nicobar Islands,2023-09-01,2023,Petrol/Ethanol,16.0
Andaman & Nicobar Islands,2023-09-01,2023,Petrol/Hybrid,22.0
Andaman & Nicobar Islands,2023-10-01,2023,Diesel,66.0
Andaman & Nicobar Islands,2023-10-01,2023,Electric(Bov),2.0
Andaman & Nicobar Islands,2023-10-01,2023,Petrol,559.0
Andaman & Nicobar Islands,2023-10-01,2023,Petrol/Ethanol,27.0
Andaman & Nicobar Islands,2023-10-01,2023,Petrol/Hybrid,21.0
Andaman & Nicobar Islands,2023-11-01,2023,Diesel,72.0
Andaman & Nicobar Islands,2023-11-01,2023,Electric(Bov),4.0
Andaman & Nicobar Islands,2023-11-01,2023,Petrol,730.0
Andaman & Nicobar Islands,2023-11-01,2023,Petrol/Ethanol,40.0
Andaman & Nicobar Islands,2023-11-01,2023,Petrol/Hybrid,11.0
Andaman & Nicobar Islands,2023-12-01,2023,Diesel,60.0
Andaman & Nicobar Islands,2023-12-01,2023,Electric(Bov),9.0
Andaman & Nicobar Islands,2023-12-01,2023,Petrol,563.0
Andaman & Nicobar Islands,2023-12-01,2023,Petrol/Ethanol,24.0
Andaman & Nicobar Islands,2023-12-01,2023,Petrol/Hybrid,14.0
Andaman & Nicobar Islands,2024-01-01,2024,Diesel,49.0
Andaman & Nicobar Islands,2024-01-01,2024,Electric(Bov),3.0
Andaman & Nicobar Islands,2024-01-01,2024,Petrol,614.0
Andaman & Nicobar Islands,2024-01-01,2024,Petrol/Ethanol,32.0
Andaman & Nicobar Islands,2024-01-01,2024,Petrol/Hybrid,19.0
Andaman & Nicobar Islands,2024-02-01,2024,Diesel,71.0
Andaman & Nicobar Islands,2024-02-01,2024,Electric(Bov),6.0
Andaman & Nicobar Islands,2024-02-01,2024,Petrol,593.0
Andaman & Nicobar Islands,2024-02-01,2024,Petrol/Ethanol,26.0
Andaman & Nicobar Islands,2024-02-01,2024,Petrol/Hybrid,25.0
Andaman & Nicobar Islands,2024-03-01,2024,Diesel,55.0
Andaman & Nicobar Islands,2024-03-01,2024,Electric(Bov),3.0
Andaman & Nicobar Islands,2024-03-01,2024,Petrol,559.0
Andaman & Nicobar Islands,2024-03-01,2024,Petrol/Ethanol,19.0
Andaman & Nicobar Islands,2024-03-01,2024,Petrol/Hybrid,16.0
Andaman & Nicobar Islands,2024-04-01,2024,Diesel,56.0
Andaman & Nicobar Islands,2024-04-01,2024,Electric(Bov),13.0
Andaman & Nicobar Islands,2024-04-01,2024,Petrol,564.0
Andaman & Nicobar Islands,2024-04-01,2024,Petrol/Ethanol,22.0
Andaman & Nicobar Islands,2024-04-01,2024,Petrol/Hybrid,14.0
Andaman & Nicobar Islands,2024-04-01,2024,Strong Hybrid Ev,1.0
Andaman & Nicobar Islands,2024-05-01,2024,Diesel,74.0
Andaman & Nicobar Islands,2024-05-01,2024,Electric(Bov),4.0
Andaman & Nicobar Islands,2024-05-01,2024,Petrol,626.0
Andaman & Nicobar Islands,2024-05-01,2024,Petrol/Ethanol,20.0
Andaman & Nicobar Islands,2024-05-01,2024,Petrol/Hybrid,19.0
Andhra Pradesh,2019-01-01,2019,Cng Only,5.0
Andhra Pradesh,2019-01-01,2019,Diesel,20200.0
Andhra Pradesh,2019-01-01,2019,Electric(Bov),195.0
Andhra Pradesh,2019-01-01,2019,Lpg Only,2.0
Andhra Pradesh,2019-01-01,2019,Not Applicable,1703.0
Andhra Pradesh,2019-01-01,2019,Petrol,98361.0
Andhra Pradesh,2019-01-01,2019,Petrol/Cng,188.0
Andhra Pradesh,2019-01-01,2019,Petrol/Lpg,17.0
Andhra Pradesh,2019-02-01,2019,Cng Only,1.0
Andhra Pradesh,2019-02-01,2019,Diesel,19913.0
Andhra Pradesh,2019-02-01,2019,Electric(Bov),294.0
Andhra Pradesh,2019-02-01,2019,Not Applicable,1488.0
Andhra Pradesh,2019-02-01,2019,Petrol,73366.0
Andhra Pradesh,2019-02-01,2019,Petrol/Cng,260.0
Andhra Pradesh,2019-02-01,2019,Petrol/Lpg,11.0
Andhra Pradesh,2019-03-01,2019,Cng Only,1.0
Andhra Pradesh,2019-03-01,2019,Diesel,19067.0
Andhra Pradesh,2019-03-01,2019,Electric(Bov),367.0
Andhra Pradesh,2019-03-01,2019,Lpg Only,1.0
Andhra Pradesh,2019-03-01,2019,Not Applicable,1382.0
Andhra Pradesh,2019-03-01,2019,Petrol,78658.0
Andhra Pradesh,2019-03-01,2019,Petrol/Cng,273.0
Andhra Pradesh,2019-03-01,2019,Petrol/Lpg,19.0
Andhra Pradesh,2019-04-01,2019,Cng Only,1.0
Andhra Pradesh,2019-04-01,2019,Diesel,13095.0
Andhra Pradesh,2019-04-01,2019,Electric(Bov),279.0
Andhra Pradesh,2019-04-01,2019,Not Applicable,803.0
Andhra Pradesh,2019-04-01,2019,Petrol,90267.0
Andhra Pradesh,2019-04-01,2019,Petrol/Cng,258.0
Andhra Pradesh,2019-04-01,2019,Petrol/Lpg,9.0
Andhra Pradesh,2019-05-01,2019,Diesel,13140.0
Andhra Pradesh,2019-05-01,2019,Diesel/Hybrid,1.0
Andhra Pradesh,2019-05-01,2019,Electric(Bov),78.0
Andhra Pradesh,2019-05-01,2019,Not Applicable,738.0
Andhra Pradesh,2019-05-01,2019,Petrol,84975.0
Andhra Pradesh,2019-05-01,2019,Petrol/Cng,279.0
Andhra Pradesh,2019-05-01,2019,Petrol/Lpg,13.0
Andhra Pradesh,2019-06-01,2019,Cng Only,1.0
Andhra Pradesh,2019-06-01,2019,Diesel,14281.0
Andhra Pradesh,2019-06-01,2019,Diesel/Hybrid,1.0
Andhra Pradesh,2019-06-01,2019,Electric(Bov),189.0
Andhra Pradesh,2019-06-01,2019,Not Applicable,601.0
Andhra Pradesh,2019-06-01,2019,Petrol,75189.0
Andhra Pradesh,2019-06-01,2019,Petrol/Cng,322.0
Andhra Pradesh,2019-06-01,2019,Petrol/Lpg,13.0
Andhra Pradesh,2019-07-01,2019,Diesel,12211.0
Andhra Pradesh,2019-07-01,2019,Electric(Bov),75.0
Andhra Pradesh,2019-07-01,2019,Not Applicable,356.0
Andhra Pradesh,2019-07-01,2019,Petrol,74792.0
Andhra Pradesh,2019-07-01,2019,Petrol/Cng,348.0
Andhra Pradesh,2019-07-01,2019,Petrol/Lpg,9.0
Andhra Pradesh,2019-08-01,2019,Cng Only,3.0
Andhra Pradesh,2019-08-01,2019,Diesel,12105.0
Andhra Pradesh,2019-08-01,2019,Electric(Bov),151.0
Andhra Pradesh,2019-08-01,2019,Not Applicable,367.0
Andhra Pradesh,2019-08-01,2019,Petrol,71041.0
Andhra Pradesh,2019-08-01,2019,Petrol/Cng,321.0
Andhra Pradesh,2019-08-01,2019,Petrol/Lpg,10.0
Andhra Pradesh,2019-09-01,2019,Cng Only,1.0
Andhra Pradesh,2019-09-01,2019,Diesel,10891.0
Andhra Pradesh,2019-09-01,2019,Electric(Bov),64.0
Andhra Pradesh,2019-09-01,2019,Not Applicable,313.0
Andhra Pradesh,2019-09-01,2019,Petrol,56702.0
Andhra Pradesh,2019-09-01,2019,Petrol/Cng,322.0
Andhra Pradesh,2019-09-01,2019,Petrol/Lpg,9.0
Andhra Pradesh,2019-10-01,2019,Diesel,18113.0
Andhra Pradesh,2019-10-01,2019,Electric(Bov),118.0
Andhra Pradesh,2019-10-01,2019,Not Applicable,454.0
Andhra Pradesh,2019-10-01,2019,Petrol,128953.0
Andhra Pradesh,2019-10-01,2019,Petrol/Cng,563.0
Andhra Pradesh,2019-10-01,2019,Petrol/Lpg,15.0
Andhra Pradesh,2019-11-01,2019,Cng Only,4.0
Andhra Pradesh,2019-11-01,2019,Diesel,13442.0
Andhra Pradesh,2019-11-01,2019,Electric(Bov),124.0
Andhra Pradesh,2019-11-01,2019,Not Applicable,457.0
Andhra Pradesh,2019-11-01,2019,Petrol,74311.0
Andhra Pradesh,2019-11-01,2019,Petrol/Cng,363.0
Andhra Pradesh,2019-11-01,2019,Petrol/Lpg,8.0
Andhra Pradesh,2019-12-01,2019,Cng Only,3.0
Andhra Pradesh,2019-12-01,2019,Diesel,11098.0
Andhra Pradesh,2019-12-01,2019,Electric(Bov),248.0
Andhra Pradesh,2019-12-01,2019,Lpg Only,1.0
Andhra Pradesh,2019-12-01,2019,Not Applicable,319.0
Andhra Pradesh,2019-12-01,2019,Petrol,50327.0
Andhra Pradesh,2019-12-01,2019,Petrol/Cng,186.0
Andhra Pradesh,2019-12-01,2019,Petrol/Lpg,10.0
Andhra Pradesh,2020-01-01,2020,Cng Only,49528.0
Andhra Pradesh,2020-01-01,2020,Diesel,2589571.0
Andhra Pradesh,2020-01-01,2020,Diesel/Hybrid,5705.0
Andhra Pradesh,2020-01-01,2020,Dual Diesel/Bio Cng,3.0
Andhra Pradesh,2020-01-01,2020,Electric(Bov),158491.0
Andhra Pradesh,2020-01-01,2020,Ethanol,3.0
Andhra Pradesh,2020-01-01,2020,Lng,7.0
Andhra Pradesh,2020-01-01,2020,Lpg Only,10264.0
Andhra Pradesh,2020-01-01,2020,Methanol,2.0
Andhra Pradesh,2020-01-01,2020,Not Applicable,86343.0
Andhra Pradesh,2020-01-01,2020,Petrol,19352173.0
Andhra Pradesh,2020-01-01,2020,Petrol/Cng,314878.0
Andhra Pradesh,2020-01-01,2020,Petrol/Ethanol,4.0
Andhra Pradesh,2020-01-01,2020,Petrol/Hybrid,98273.0
Andhra Pradesh,2020-01-01,2020,Petrol/Lpg,59275.0
Andhra Pradesh,2020-02-01,2020,Cng Only,10876.0
Andhra Pradesh,2020-02-01,2020,Diesel,799722.0
Andhra Pradesh,2020-02-01,2020,Diesel/Hybrid,2229.0
Andhra Pradesh,2020-02-01,2020,Electric(Bov),49827.0
Andhra Pradesh,2020-02-01,2020,Ethanol,3.0
Andhra Pradesh,2020-02-01,2020,Lng,3.0
Andhra Pradesh,2020-02-01,2020,Lpg Only,1015.0
Andhra Pradesh,2020-02-01,2020,Methanol,3.0
Andhra Pradesh,2020-02-01,2020,Not Applicable,20526.0
Andhra Pradesh,2020-02-01,2020,Petrol,4949547.0
Andhra Pradesh,2020-02-01,2020,Petrol/Cng,99242.0
Andhra Pradesh,2020-02-01,2020,Petrol/Ethanol,3.0
Andhra Pradesh,2020-02-01,2020,Petrol/Hybrid,15651.0
Andhra Pradesh,2020-02-01,2020,Petrol/Lpg,28899.0
Andhra Pradesh,2020-03-01,2020,Cng Only,20795.0
Andhra Pradesh,2020-03-01,2020,Diesel,932205.0
Andhra Pradesh,2020-03-01,2020,Diesel/Hybrid,1767.0
Andhra Pradesh,2020-03-01,2020,Electric(Bov),42310.0
Andhra Pradesh,2020-03-01,2020,Lpg Only,3693.0
Andhra Pradesh,2020-03-01,2020,Not Applicable,20816.0
Andhra Pradesh,2020-03-01,2020,Petrol,6733708.0
Andhra Pradesh,2020-03-01,2020,Petrol/Cng,77090.0
Andhra Pradesh,2020-03-01,2020,Petrol/Ethanol,3.0
Andhra Pradesh,2020-03-01,2020,Petrol/Hybrid,22884.0
Andhra Pradesh,2020-03-01,2020,Petrol/Lpg,26730.0
Andhra Pradesh,2020-04-01,2020,Cng Only,5957.0
Andhra Pradesh,2020-04-01,2020,Diesel,142662.0
Andhra Pradesh,2020-04-01,2020,Diesel/Hybrid,339.0
Andhra Pradesh,2020-04-01,2020,Electric(Bov),2933.0
Andhra Pradesh,2020-04-01,2020,Lpg Only,228.0
Andhra Pradesh,2020-04-01,2020,Not Applicable,1180.0
Andhra Pradesh,2020-04-01,2020,Petrol,1297972.0
Andhra Pradesh,2020-04-01,2020,Petrol/Cng,10268.0
Andhra Pradesh,2020-04-01,2020,Petrol/Hybrid,1314.0
Andhra Pradesh,2020-04-01,2020,Petrol/Lpg,2376.0
Andhra Pradesh,2020-05-01,2020,Cng Only,574.0
Andhra Pradesh,2020-05-01,2020,Diesel,57645.0
Andhra Pradesh,2020-05-01,2020,Electric(Bov),3931.0
Andhra Pradesh,2020-05-01,2020,Lpg Only,582.0
Andhra Pradesh,2020-05-01,2020,Not Applicable,4412.0
Andhra Pradesh,2020-05-01,2020,Petrol,682302.0
Andhra Pradesh,2020-05-01,2020,Petrol/Cng,4249.0
Andhra Pradesh,2020-05-01,2020,Petrol/Hybrid,5013.0
Andhra Pradesh,2020-05-01,2020,Petrol/Lpg,720.0
Andhra Pradesh,2020-06-01,2020,Cng Only,5622.0
Andhra Pradesh,2020-06-01,2020,Diesel,289915.0
Andhra Pradesh,2020-06-01,2020,Diesel/Hybrid,9.0
Andhra Pradesh,2020-06-01,2020,Electric(Bov),19546.0
Andhra Pradesh,2020-06-01,2020,Ethanol,3.0
Andhra Pradesh,2020-06-01,2020,Lpg Only,2355.0
Andhra Pradesh,2020-06-01,2020,Not Applicable,15659.0
Andhra Pradesh,2020-06-01,2020,Petrol,3111328.0
Andhra Pradesh,2020-06-01,2020,Petrol/Cng,25046.0
Andhra Pradesh,2020-06-01,2020,Petrol/Hybrid,19281.0
Andhra Pradesh,2020-06-01,2020,Petrol/Lpg,2129.0
Andhra Pradesh,2020-07-01,2020,Cng Only,6757.0
Andhra Pradesh,2020-07-01,2020,Diesel,398057.0
Andhra Pradesh,2020-07-01,2020,Diesel/Hybrid,5.0
Andhra Pradesh,2020-07-01,2020,Electric(Bov),22185.0
Andhra Pradesh,2020-07-01,2020,Ethanol,1.0
Andhra Pradesh,2020-07-01,2020,Lpg Only,2603.0
Andhra Pradesh,2020-07-01,2020,Methanol,2.0
Andhra Pradesh,2020-07-01,2020,Not Applicable,17470.0
Andhra Pradesh,2020-07-01,2020,Petrol,3351717.0
Andhra Pradesh,2020-07-01,2020,Petrol/Cng,33241.0
Andhra Pradesh,2020-07-01,2020,Petrol/Ethanol,2.0
Andhra Pradesh,2020-07-01,2020,Petrol/Hybrid,19363.0
Andhra Pradesh,2020-07-01,2020,Petrol/Lpg,2999.0
Andhra Pradesh,2020-08-01,2020,Cng Only,8681.0
Andhra Pradesh,2020-08-01,2020,Diesel,452730.0
Andhra Pradesh,2020-08-01,2020,Diesel/Hybrid,9.0
Andhra Pradesh,2020-08-01,2020,Electric(Bov),25870.0
Andhra Pradesh,2020-08-01,2020,Ethanol,3.0
Andhra Pradesh,2020-08-01,2020,Lpg Only,2685.0
Andhra Pradesh,2020-08-01,2020,Not Applicable,18490.0
Andhra Pradesh,2020-08-01,2020,Petrol,3697212.0
Andhra Pradesh,2020-08-01,2020,Petrol/Cng,48172.0
Andhra Pradesh,2020-08-01,2020,Petrol/Hybrid,24528.0
Andhra Pradesh,2020-08-01,2020,Petrol/Lpg,3244.0
Andhra Pradesh,2020-09-01,2020,Cng Only,12465.0
Andhra Pradesh,2020-09-01,2020,Diesel,527139.0
Andhra Pradesh,2020-09-01,2020,Diesel/Hybrid,126.0
Andhra Pradesh,2020-09-01,2020,Electric(Bov),34306.0
Andhra Pradesh,2020-09-01,2020,Lpg Only,3996.0
Andhra Pradesh,2020-09-01,2020,Not Applicable,25203.0
Andhra Pradesh,2020-09-01,2020,Petrol,4091103.0
Andhra Pradesh,2020-09-01,2020,Petrol/Cng,49116.0
Andhra Pradesh,2020-09-01,2020,Petrol/Hybrid,27915.0
Andhra Pradesh,2020-09-01,2020,Petrol/Lpg,6829.0
Andhra Pradesh,2020-10-01,2020,Cng Only,15088.0
Andhra Pradesh,2020-10-01,2020,Diesel,519667.0
Andhra Pradesh,2020-10-01,2020,Diesel/Hybrid,43.0
Andhra Pradesh,2020-10-01,2020,Electric(Bov),34540.0
Andhra Pradesh,2020-10-01,2020,Lpg Only,3939.0
Andhra Pradesh,2020-10-01,2020,Not Applicable,25246.0
Andhra Pradesh,2020-10-01,2020,Petrol,4408328.0
Andhra Pradesh,2020-10-01,2020,Petrol/Cng,67931.0
Andhra Pradesh,2020-10-01,2020,Petrol/Hybrid,31845.0
Andhra Pradesh,2020-10-01,2020,Petrol/Lpg,5022.0
